listing_id,count_commerical,count_mrt_station,count_primary,count_secondary,count_shopping
195458,0,1,0,0,0
793778,0,1,2,1,1
948988,0,0,0,2,0
725724,0,2,1,0,1
289777,0,0,2,3,1
592664,0,2,2,1,0
719599,0,1,2,2,2
120595,0,0,3,1,2
802112,0,2,2,2,2
232140,0,3,1,2,0
623557,0,0,2,3,6
713738,0,1,0,1,1
928274,0,5,2,0,3
182623,1,3,2,2,5
380948,0,0,4,3,0
771100,0,1,8,3,1
496924,0,1,0,1,1
738955,0,1,3,1,2
354317,1,2,3,4,2
126122,1,0,2,1,3
393241,0,0,0,0,0
969890,0,0,3,3,1
440648,0,0,3,2,1
447531,0,2,2,0,3
176095,0,0,4,2,2
984774,0,1,1,1,2
219320,0,0,4,3,0
797081,0,2,0,3,1
429465,0,0,1,0,0
358683,0,0,1,1,0
217390,0,3,3,5,1
571594,1,3,2,0,3
121893,0,7,1,1,4
940893,0,1,2,4,4
767153,0,0,5,4,1
123368,0,1,0,0,8
472924,0,1,5,3,3
269310,0,1,5,4,2
192169,0,0,3,1,1
483294,0,2,0,0,2
154619,0,0,4,3,0
336512,0,0,1,1,1
231496,0,2,3,1,0
313868,0,2,3,2,1
398229,0,3,2,1,3
855268,0,0,1,0,0
404611,0,1,0,0,1
733366,0,1,3,2,4
122472,0,2,5,2,3
100820,0,0,2,3,5
950485,0,1,2,2,1
933883,0,2,2,4,4
868774,0,1,1,3,0
774046,1,11,1,1,9
901966,0,0,2,1,2
110179,0,1,2,2,4
906838,1,4,3,3,1
775285,0,0,3,3,1
423525,0,1,0,0,20
393477,0,2,2,3,0
570007,0,0,1,0,0
809269,0,1,0,3,0
332016,0,0,2,3,1
610083,1,0,3,1,1
514965,0,1,3,1,1
779492,0,1,4,2,5
684022,2,3,2,2,2
740800,0,0,3,3,0
465821,0,0,0,0,0
306635,0,0,3,2,0
416591,0,3,1,3,1
111677,0,0,3,1,2
200752,0,0,1,3,0
145704,0,0,1,1,1
362937,0,2,3,1,0
245862,0,0,3,3,2
902483,0,0,3,1,2
756546,0,1,0,0,2
525107,0,2,2,2,1
915949,0,2,1,0,14
509990,1,1,0,5,1
319684,0,0,2,0,0
563836,0,1,2,5,4
297761,0,1,2,4,4
475668,1,3,3,2,1
646701,0,1,3,2,1
635469,0,0,0,1,0
413056,0,0,1,1,1
510133,2,4,2,2,2
778326,0,1,1,1,1
315467,0,0,1,1,1
979139,0,3,3,3,1
212589,0,1,4,3,1
609520,0,1,4,4,1
856631,1,3,2,1,3
462198,0,0,3,2,1
400558,1,3,3,1,5
312102,0,0,1,0,0
136613,0,1,4,2,3
775000,1,3,2,3,5
197774,0,0,3,1,0
884705,0,4,0,0,3
379231,0,1,1,0,2
870692,0,0,1,2,5
474941,1,3,2,2,5
751651,0,2,0,1,10
858879,1,3,2,1,3
315630,0,1,2,3,1
897050,0,2,1,2,0
444912,0,0,1,0,0
351655,0,0,0,0,0
257822,2,2,2,0,5
166768,0,0,3,2,2
986872,0,2,5,4,2
120806,0,0,1,2,5
372289,1,1,4,2,2
520418,0,1,0,3,0
148740,0,0,2,3,0
686685,0,2,2,3,0
284651,0,1,0,3,0
515188,0,1,0,1,2
721051,1,3,2,1,3
794407,1,0,3,1,1
959350,0,0,0,0,0
116929,0,2,0,1,10
629192,0,1,3,2,1
853867,0,1,1,3,0
859605,0,3,4,2,1
693729,0,0,0,0,0
790402,0,0,0,0,0
684918,0,1,1,0,2
212892,0,1,0,1,1
786929,0,2,3,3,4
337815,1,11,0,0,4
556491,1,3,2,1,1
734954,0,2,3,4,2
570841,0,3,1,3,0
536310,0,2,2,2,2
514638,1,11,3,1,10
951482,0,0,4,1,2
666022,0,0,0,0,0
556260,1,3,2,1,4
742016,0,1,0,1,1
425494,0,0,3,1,2
142470,0,2,1,0,0
652136,0,6,0,1,3
489325,0,2,0,0,1
764304,0,2,2,0,3
929189,0,1,0,1,2
742571,0,2,0,1,10
638371,0,4,0,0,3
802295,1,3,2,2,5
564527,1,10,1,1,13
227598,0,0,2,1,3
421444,0,0,2,1,2
319821,1,3,2,1,3
530048,0,4,0,0,3
815719,0,1,1,0,0
861524,0,1,3,3,0
813569,0,0,0,1,1
368146,0,1,1,1,1
903275,0,2,1,1,2
836236,0,1,2,3,1
414541,0,1,0,0,2
863453,0,2,1,2,3
892215,0,1,1,0,0
600691,0,0,1,3,0
609691,0,2,2,2,1
685031,0,1,1,3,0
667152,0,1,0,0,0
272857,0,2,3,2,1
715759,0,2,2,2,1
432322,1,12,2,1,16
451748,1,1,0,5,1
919147,0,2,3,1,0
326513,1,1,1,1,3
592583,0,2,2,5,0
665195,0,1,3,2,3
324971,0,0,7,5,3
145867,0,1,3,1,2
775260,0,3,2,1,3
822459,0,2,2,3,2
755594,0,1,0,0,2
469604,0,2,0,3,0
438409,0,0,2,3,0
209864,0,2,0,3,0
377288,0,1,1,1,0
308463,0,1,0,1,2
420092,0,1,1,0,0
224728,1,0,0,0,0
668263,0,0,0,0,0
385123,0,1,1,1,1
357918,0,1,0,1,4
564347,0,1,6,1,2
470195,0,0,2,1,2
475582,1,1,0,5,1
351335,0,8,1,1,9
944019,0,2,2,3,3
974868,0,1,0,2,0
118457,0,0,5,4,2
927172,0,0,5,2,2
984705,0,1,0,0,1
217842,0,2,2,4,3
281369,0,1,3,5,1
532222,0,0,0,0,0
457057,0,1,0,3,0
412553,0,2,1,2,0
876381,2,3,2,2,2
497382,0,7,1,1,4
503460,1,3,0,0,3
107988,1,3,0,3,2
839279,0,1,4,4,3
572962,0,2,0,1,0
975379,0,1,2,5,4
177378,0,0,3,3,2
391480,0,5,2,0,4
371877,1,5,2,0,3
855355,0,1,1,1,2
409887,0,0,0,1,0
555920,0,0,4,3,0
306752,1,11,1,1,9
138371,0,0,2,1,2
625196,0,1,4,4,3
162168,1,10,0,1,7
151997,0,2,0,1,10
800546,0,2,2,2,4
993340,0,0,3,3,1
720182,0,1,4,1,2
410119,0,0,5,4,2
158998,1,3,2,1,3
593148,1,0,0,0,0
426699,0,0,0,0,0
187629,0,0,3,1,2
451240,1,0,5,3,4
934140,1,11,0,0,4
437110,1,1,1,3,3
335892,0,1,3,3,4
916066,0,2,0,0,1
134408,0,0,0,1,0
713476,0,1,2,1,1
935256,0,3,0,0,13
281875,1,11,1,1,14
489795,0,7,1,0,1
690166,0,2,0,3,0
232299,0,1,4,3,0
365585,1,2,3,4,2
729999,0,8,1,1,9
300084,0,1,2,1,1
481106,1,3,3,4,2
947332,1,10,1,1,14
938700,0,3,1,3,0
583847,0,1,3,2,3
725504,0,7,1,1,4
917559,1,3,7,4,6
554664,0,0,2,0,0
882519,0,1,4,3,0
594369,0,1,4,1,0
879265,0,1,3,2,3
851350,1,3,2,1,3
988059,0,3,3,5,1
546590,0,1,0,1,1
131405,0,1,1,3,0
617385,1,12,2,0,15
262034,1,1,3,1,4
483130,0,1,3,2,0
581808,1,3,2,1,3
486079,1,2,5,4,2
178146,1,2,1,3,2
252616,1,3,2,2,5
550204,0,3,3,1,0
824753,0,2,0,0,2
564124,0,0,5,1,1
430271,1,3,2,1,3
383742,0,0,4,3,0
664945,0,1,4,3,1
590936,0,0,4,3,1
755764,0,7,1,1,4
633226,0,2,0,0,1
706373,0,1,3,1,2
192699,0,2,2,2,1
986118,0,5,2,0,4
928141,0,1,4,3,1
931334,1,1,2,1,3
362515,0,1,3,2,1
321215,0,0,6,3,3
757745,0,1,3,3,3
194614,1,3,2,1,3
479260,0,2,0,1,10
483663,0,1,0,1,1
617754,0,1,3,1,0
533184,2,4,1,2,2
673684,0,0,1,0,0
759438,0,5,0,1,12
359613,0,0,0,0,0
831952,0,1,4,1,2
253662,0,0,2,0,1
512650,0,0,4,1,2
975987,0,0,1,2,0
670250,0,9,1,0,3
973365,0,1,4,3,3
509210,0,1,0,0,4
873261,0,5,2,0,4
931628,0,0,4,3,0
579594,0,1,2,1,2
235612,0,2,0,1,10
590020,0,2,0,3,0
301390,0,2,2,4,0
106486,0,1,2,1,0
657362,0,4,0,1,17
319857,0,3,3,5,1
392203,0,2,1,0,1
982912,1,11,0,0,4
416807,0,0,2,3,6
927196,0,5,1,0,4
214494,0,0,2,1,1
635145,0,3,1,3,1
287578,1,4,3,1,3
245781,0,2,3,3,3
259610,0,3,3,5,1
677679,0,1,2,0,3
828611,1,0,0,0,0
540816,0,0,0,0,0
430537,0,0,2,3,1
409534,0,1,0,0,0
494617,0,1,4,3,1
897771,0,2,2,3,3
894392,3,4,1,2,2
954531,0,2,2,3,3
597966,1,3,2,1,3
318385,0,0,0,0,0
631664,0,1,3,1,2
748877,1,1,3,2,4
642728,0,0,4,3,0
974062,0,0,1,1,0
336778,0,0,2,3,1
394372,0,0,2,1,0
165771,0,1,4,3,1
660319,0,3,0,0,1
235623,0,0,1,1,1
716540,0,2,0,1,10
568205,0,0,4,4,2
620516,0,1,4,1,1
459538,0,0,2,1,2
831942,0,1,8,2,2
466572,0,1,3,1,2
980950,0,1,3,1,2
167884,0,3,1,2,4
468453,0,3,0,1,0
750055,0,0,1,2,5
654274,0,0,3,2,1
850193,0,3,0,0,20
517282,0,0,4,1,2
646474,0,0,0,0,0
866622,0,2,3,4,0
281337,0,3,3,5,1
554346,0,1,0,3,0
517257,0,0,0,0,0
203993,0,0,4,0,5
738019,0,1,1,4,0
780022,0,2,3,2,1
494583,2,13,1,1,16
741212,0,2,0,0,1
765295,1,12,2,1,15
297725,0,1,3,2,3
162540,0,1,1,4,0
401013,0,1,0,3,0
278208,0,3,1,0,1
663178,0,2,2,2,1
324492,0,6,1,1,3
649810,1,11,1,1,9
234681,0,2,0,1,1
552468,0,1,4,2,1
871328,0,1,1,0,11
923953,0,2,3,1,0
204569,0,5,2,0,4
686949,0,1,2,4,0
685458,0,2,4,3,2
925603,1,1,3,0,5
764385,1,3,2,1,3
578163,0,0,0,0,0
943278,0,2,0,0,1
334102,0,1,1,3,0
511371,1,1,3,1,0
484203,0,2,0,3,0
869371,0,1,1,1,2
336766,0,1,2,1,1
240866,0,2,1,0,14
967097,0,2,2,2,2
858410,0,2,1,0,2
461697,0,1,1,0,0
327730,0,2,0,3,0
798965,0,1,3,2,1
739580,0,0,0,0,0
336954,1,2,6,2,5
405235,0,2,2,2,1
124596,0,2,0,1,10
767158,0,0,1,2,5
477685,0,2,5,4,4
877379,1,3,2,2,5
832258,0,0,0,0,0
316189,0,2,2,3,3
127831,0,2,0,1,10
309743,0,1,3,1,1
368025,0,1,1,1,2
160713,0,0,1,1,0
816832,0,2,1,1,2
129510,0,1,0,0,0
637057,0,1,3,1,2
909519,0,0,6,3,3
165790,0,2,0,1,10
672584,0,3,3,1,0
472394,0,2,0,0,1
527581,0,3,2,2,0
370115,1,3,2,3,2
900686,0,0,1,0,0
267934,1,0,2,3,0
929547,0,2,1,2,0
256413,0,1,2,2,4
554351,1,1,0,5,1
423978,0,3,0,0,20
978468,0,1,5,2,1
553011,0,1,0,0,0
920124,0,0,1,1,1
906926,0,6,0,1,3
426091,1,3,2,1,3
873700,1,12,2,1,15
168683,0,2,0,0,1
516296,0,1,0,0,0
692488,0,4,0,0,3
877218,0,1,0,1,1
116732,1,12,2,1,15
371715,0,3,3,5,1
190242,1,3,2,1,3
398006,1,13,0,0,11
467254,0,4,2,1,3
161919,0,1,3,2,3
443239,0,0,0,0,0
277529,0,1,4,2,1
733268,0,0,0,1,0
580712,1,3,3,2,2
905904,0,0,2,0,0
210822,0,2,0,1,1
211541,0,3,1,0,1
710529,1,3,3,2,2
530250,0,3,0,0,20
397110,0,2,0,0,1
445131,0,2,0,0,15
888740,1,3,1,0,3
772315,1,11,1,1,9
558649,1,0,0,0,0
411314,0,3,3,5,1
873258,0,1,3,1,2
233436,0,2,0,1,1
680417,0,1,1,0,0
395189,0,1,3,2,1
309419,0,1,1,0,0
443004,1,10,1,1,11
730973,0,3,1,0,1
405730,0,0,0,0,0
413392,0,2,0,0,2
947939,0,0,2,1,2
198325,0,1,1,3,0
154699,0,4,0,0,3
627958,0,0,3,3,1
707495,0,1,3,1,2
509929,0,2,0,1,10
622214,0,2,0,1,10
618238,0,2,1,3,1
491962,1,12,2,1,15
147660,1,2,2,0,3
835888,0,2,1,4,4
248588,0,2,0,1,1
441999,0,2,0,3,1
679640,0,2,1,4,4
393768,0,0,4,3,1
124529,0,2,0,3,0
353974,0,0,4,3,2
643172,0,1,3,2,3
200609,0,3,1,3,0
191806,0,1,3,5,1
634420,2,3,2,2,2
748772,0,0,2,0,0
197367,1,1,0,5,1
998163,0,2,2,3,0
530640,1,1,3,0,5
506503,0,1,4,2,1
965337,1,12,1,1,17
615943,0,0,1,3,0
459813,1,0,0,0,0
234777,0,1,3,1,2
689119,0,0,1,1,1
344689,0,1,4,5,2
246057,0,0,0,1,1
513493,0,2,1,0,2
459815,0,3,1,3,0
237551,1,3,2,1,3
884434,0,1,2,4,0
693623,0,0,4,3,1
526290,0,0,1,0,0
717978,0,1,1,1,1
611209,1,12,2,1,15
150194,0,0,0,0,0
256914,0,0,0,0,0
180893,1,2,2,0,4
370302,1,1,3,1,1
613034,0,2,2,4,0
726668,1,1,0,5,1
453567,2,3,2,2,2
250806,1,10,1,1,14
619802,0,3,1,1,0
993362,0,1,4,3,1
947008,0,2,3,2,1
708786,0,2,3,2,1
367146,0,1,3,1,2
588424,1,1,0,5,1
200524,0,1,0,2,0
118035,0,1,1,1,2
868665,0,1,3,1,2
662935,1,10,1,1,11
169333,0,3,3,1,0
380265,1,1,6,2,4
454701,0,2,0,1,10
874802,1,0,0,0,1
393307,0,0,2,0,0
664817,1,10,1,1,14
208407,0,1,2,1,0
988223,0,1,4,4,1
448509,0,2,0,3,0
272972,0,2,3,2,3
663260,0,1,1,0,0
900532,1,12,2,1,15
219264,1,3,2,2,3
728293,2,2,2,1,5
529603,0,0,1,1,1
385394,0,0,4,3,0
432676,0,3,0,0,0
593910,0,1,1,0,0
481040,0,2,0,0,1
500132,0,0,0,0,0
670707,0,0,3,1,1
565660,0,2,4,3,5
210899,0,0,0,0,0
139150,0,2,3,2,1
154557,0,1,0,1,1
862511,0,2,0,0,1
235632,0,3,3,5,1
873172,0,0,0,0,0
408549,0,1,4,3,2
914250,0,3,1,2,4
852292,0,2,1,1,12
964904,1,3,2,1,3
972535,0,3,3,5,1
254962,0,5,0,0,15
615638,0,1,1,1,2
471448,1,10,1,1,11
179800,0,0,2,1,2
540441,0,0,2,3,1
779028,1,3,2,1,3
878985,0,0,4,3,1
226931,0,0,0,0,0
383464,0,3,1,0,1
873601,1,11,1,1,9
705846,0,1,2,3,0
122873,1,12,2,1,15
104637,0,1,0,0,11
199800,0,1,1,2,1
656961,0,0,3,1,0
864704,0,2,0,0,1
156571,0,2,1,2,0
236480,0,1,2,1,2
649135,0,0,0,0,0
112748,0,3,1,2,1
960477,0,4,0,0,3
254686,0,2,0,3,0
541690,0,1,0,3,0
638528,0,2,1,2,0
613970,0,1,1,1,1
835352,0,3,1,0,0
847921,1,10,1,1,11
350221,0,0,0,0,0
358991,0,0,2,1,2
802486,0,7,1,1,4
778821,1,1,3,1,1
543011,0,2,1,2,0
919203,1,4,0,0,3
742055,0,0,0,0,0
481759,0,3,1,0,1
779828,0,0,2,0,0
135282,0,0,0,0,0
313286,0,4,0,0,3
926048,0,1,3,2,3
298828,0,0,0,0,0
677061,0,1,1,3,0
429220,1,1,2,4,1
354044,1,3,3,1,3
893722,0,0,4,3,0
457273,0,1,2,1,1
679238,0,3,1,3,0
944714,0,1,2,1,1
413448,0,1,3,5,1
237059,0,1,0,1,2
788632,0,0,1,4,0
880010,0,1,4,2,3
582371,1,3,2,1,3
497847,1,12,2,1,15
490377,0,0,4,1,2
595908,0,1,1,3,0
260764,1,12,2,1,15
462129,0,1,1,3,1
175426,0,2,0,1,1
899355,0,0,3,3,1
781907,0,2,0,0,1
701029,0,1,1,2,0
245552,1,0,1,3,0
697140,0,0,2,0,0
900228,0,4,1,0,5
165226,0,0,3,1,0
855122,0,7,1,1,4
252779,0,9,0,0,2
177240,0,2,1,2,0
722716,1,0,1,0,1
998553,1,9,1,1,13
575590,0,2,3,3,3
250768,0,4,3,1,0
904247,0,3,2,2,0
241085,1,0,4,2,1
195701,0,1,3,3,4
445019,0,2,2,5,3
417454,0,0,5,2,2
166909,0,1,5,3,2
988229,0,2,2,4,1
374866,0,0,2,4,4
338667,0,1,2,3,1
951044,0,0,2,2,3
616041,0,0,0,0,0
475033,0,3,1,1,0
311331,0,0,2,3,6
134792,0,3,2,2,1
721441,0,1,2,1,2
746603,0,1,0,0,18
712160,0,0,0,0,0
669327,1,3,2,0,2
295673,0,1,4,5,2
527438,0,2,0,1,1
277750,0,9,1,0,3
228343,0,0,3,4,1
394795,0,1,0,1,0
303150,1,0,3,1,1
640754,0,3,2,1,3
305154,0,0,1,0,0
661356,0,1,0,0,0
355054,0,6,0,1,3
760813,0,0,2,3,1
248899,0,0,5,2,2
273106,2,4,1,1,2
785137,0,1,1,3,0
443429,0,0,4,2,2
550561,0,2,2,3,2
531916,0,1,2,1,0
132018,0,0,4,1,1
581337,0,1,0,0,1
163719,0,7,1,1,4
104390,0,0,1,2,1
593136,0,0,3,2,4
480389,0,1,2,1,1
997882,1,0,5,2,2
916768,0,0,4,3,3
736637,0,6,1,1,3
646763,0,0,2,2,1
429147,1,3,2,1,3
255197,0,0,2,1,1
838364,0,0,2,3,0
345701,0,2,0,3,0
507344,0,0,3,3,1
402254,1,3,3,2,2
355340,1,3,2,1,3
646145,0,2,2,2,1
332394,1,4,1,1,3
879348,0,1,2,1,1
317638,0,0,5,3,3
784789,1,0,0,0,1
797222,0,3,1,2,4
128221,0,2,2,3,0
578230,0,0,1,1,0
834647,0,3,3,2,1
326972,2,11,1,0,9
494627,0,0,1,4,0
604059,0,2,0,0,1
216104,0,0,1,0,0
910817,0,3,0,0,2
213949,1,3,0,0,3
616583,0,1,3,1,1
822896,0,7,1,1,4
940894,0,1,1,0,0
865700,0,2,3,1,0
736623,1,3,3,1,2
817519,1,2,0,2,2
627217,0,1,5,1,1
256152,0,1,0,0,1
799089,0,1,3,2,1
886927,0,1,1,0,11
420569,0,1,3,2,0
981353,0,0,4,3,2
245920,0,2,0,1,1
350033,0,1,4,4,1
796441,0,0,1,2,5
763450,0,2,2,5,0
215881,0,0,0,0,0
304164,0,1,3,1,2
210473,0,0,0,1,1
216909,0,2,4,3,1
702234,0,1,1,1,0
649396,0,5,2,0,4
719880,0,1,0,0,1
787377,0,1,1,3,0
348856,0,0,2,1,2
355236,0,1,2,3,4
626256,1,10,1,1,11
124508,1,0,0,0,1
195469,1,11,1,1,9
967918,1,3,2,1,3
519007,1,4,1,1,1
799088,0,1,1,4,0
543785,0,2,0,0,1
505968,0,0,0,0,0
889408,0,0,1,0,1
624596,0,3,2,1,3
409898,0,2,2,2,3
993569,0,0,0,4,2
355689,0,1,3,1,3
509010,0,0,2,1,2
957960,0,3,1,0,1
297697,1,3,2,1,3
266239,0,2,0,1,10
585108,1,1,3,0,5
188752,0,4,0,0,3
685110,0,2,1,2,1
492655,0,0,1,0,0
271214,0,0,0,0,0
674422,0,0,1,2,5
285056,0,2,0,0,1
406960,0,0,0,0,0
389210,0,1,2,4,2
807652,0,2,1,3,1
647383,0,0,2,1,2
312227,0,1,0,0,2
211883,1,3,2,0,3
938382,1,1,1,2,1
761732,1,0,4,1,4
577259,0,0,0,0,0
604881,0,1,4,2,2
565677,0,2,3,3,3
165073,0,0,1,1,1
308827,0,3,1,2,1
316109,0,1,2,4,0
951209,0,1,4,2,2
514293,1,1,0,5,1
999463,0,0,0,0,0
703936,0,5,2,0,4
234802,0,2,2,0,3
537197,0,2,2,3,0
879957,0,1,1,3,0
904633,0,1,3,2,3
706957,0,1,2,2,2
936663,0,2,0,0,18
590886,0,0,1,1,0
904757,0,1,3,5,0
927613,1,3,1,2,3
871934,0,1,4,3,1
554358,0,4,3,1,0
288222,1,12,2,1,16
554796,1,0,2,1,0
381554,0,9,0,0,2
615219,1,0,7,2,2
526862,1,2,2,2,3
737529,0,0,1,0,0
466219,0,5,2,0,4
102526,0,0,1,1,0
631815,0,0,1,1,0
719307,1,1,0,5,1
860722,0,2,3,3,3
632304,1,1,1,2,2
777002,0,1,3,2,3
263692,0,0,1,1,1
320202,0,1,3,4,1
454107,0,1,3,4,4
481647,0,1,5,3,1
687244,1,10,1,1,14
754487,1,3,2,1,3
859179,0,4,0,0,3
957116,0,1,1,3,0
197332,0,0,4,3,0
666525,0,1,0,1,2
228731,0,0,7,5,3
479696,1,10,0,1,7
308559,0,2,0,0,13
837681,0,1,0,0,7
158616,0,0,2,1,2
123186,1,10,1,1,11
158027,0,0,0,0,0
214529,0,2,2,4,3
178153,0,0,0,0,0
769945,0,1,1,3,0
753527,0,1,5,3,4
601147,0,4,1,0,0
400110,1,10,1,1,11
536081,0,2,2,3,3
430221,1,10,0,1,7
229721,1,3,2,1,3
574955,0,1,4,4,2
567590,0,1,0,1,1
434964,0,2,0,1,10
619258,0,1,4,1,1
985091,0,2,0,1,1
539500,0,1,6,5,2
479176,0,2,0,3,0
385291,1,3,0,3,2
517616,0,2,1,0,1
189987,0,2,3,4,4
213265,0,0,0,0,0
217473,0,0,1,1,0
670483,0,0,2,1,0
561425,1,1,0,0,0
557854,1,3,1,1,3
152807,1,3,0,2,2
189279,0,1,2,4,0
793952,0,5,2,0,4
440514,0,1,4,4,4
437794,0,9,0,0,2
569616,0,0,4,3,0
235254,1,3,3,2,3
927620,0,0,3,1,1
369552,0,4,2,0,3
653000,0,0,0,0,0
666308,0,0,2,3,6
539036,0,1,5,3,1
837946,0,2,2,2,3
713308,0,2,0,0,1
506800,0,0,2,1,1
747177,0,2,2,2,4
995676,0,2,4,2,2
318229,0,0,3,2,1
888754,0,0,2,0,0
633994,2,4,1,2,2
221225,1,0,1,0,4
743936,0,1,2,3,1
319209,0,6,0,1,12
310290,1,10,0,1,7
178988,0,0,0,0,0
190331,0,1,2,0,3
837376,0,5,0,0,13
685786,0,1,5,4,5
893698,0,0,1,2,5
615497,0,1,4,5,2
185723,0,2,1,0,12
409401,0,2,3,2,1
687382,0,2,0,1,1
650263,0,3,3,5,1
323476,1,2,1,1,1
268437,0,1,3,1,2
489344,0,1,2,1,1
916606,1,0,0,0,0
312755,0,2,0,1,9
899096,0,2,2,3,0
448267,0,0,1,4,0
442582,0,7,1,0,8
295109,1,11,1,1,9
183227,0,4,0,1,4
327244,0,0,5,1,2
177017,0,1,2,2,3
873871,0,2,0,0,0
304311,0,2,0,0,1
902639,0,1,1,0,0
827263,0,0,2,1,1
295050,1,3,2,1,3
473806,1,4,3,4,1
275042,1,3,3,2,5
497093,1,12,2,1,16
509280,0,1,1,2,0
118163,0,0,1,1,2
471625,1,10,1,1,11
658070,1,3,2,1,3
575906,0,3,1,3,0
468056,0,2,1,2,0
597647,1,1,1,1,2
651897,0,1,2,1,1
438306,0,0,2,2,1
430204,0,4,0,0,3
913616,0,0,3,3,1
340768,0,0,2,3,1
632795,0,2,3,2,0
268818,0,1,1,0,0
378912,1,3,2,2,5
917913,0,3,1,0,1
572193,0,2,0,1,1
338276,0,1,2,1,1
889663,0,0,0,0,0
123522,1,2,3,0,5
504839,0,2,2,3,0
688478,0,1,2,4,0
828712,0,3,3,5,1
531519,0,1,0,0,0
681966,1,1,1,2,1
159263,0,2,0,1,10
235398,2,11,1,0,9
653557,0,1,4,5,2
749836,2,11,1,0,9
561803,0,0,5,3,1
624313,0,0,0,0,0
990179,0,0,0,0,0
218056,0,2,0,0,1
466347,0,0,4,1,2
774746,0,7,1,1,4
548777,0,0,4,3,0
267925,0,1,2,2,6
261263,0,3,0,0,19
142058,0,1,2,1,2
173935,1,3,2,1,3
142455,0,1,0,3,0
533815,0,1,2,4,1
343065,0,0,1,3,0
788715,0,0,1,2,5
365226,1,2,4,4,2
851572,1,12,2,1,15
731111,0,1,3,2,1
759814,0,2,2,1,1
242644,1,2,2,3,3
422650,0,2,2,3,0
476451,0,1,3,2,1
800835,1,3,2,1,3
953807,0,0,0,0,0
605231,0,2,2,0,3
124282,1,1,4,3,1
725055,0,2,0,0,1
593615,0,0,0,0,0
871777,0,2,0,3,0
444251,0,9,1,0,3
110258,1,3,2,1,3
161658,0,1,2,1,0
458742,0,6,1,0,3
849875,0,1,0,1,2
337295,0,2,1,2,0
927078,1,3,2,2,5
144845,0,5,0,1,12
527691,0,0,1,1,1
386720,0,2,2,2,0
724735,1,0,2,0,4
358179,0,3,0,0,19
714041,0,0,4,3,0
383567,1,4,1,2,1
567143,0,2,0,1,10
215065,1,2,3,1,2
113091,0,0,0,0,0
531331,0,2,2,2,4
472179,0,0,2,1,1
519048,0,3,3,5,1
980128,0,0,1,0,0
462904,1,4,3,2,1
152445,0,0,4,1,2
531216,0,1,4,1,0
468744,0,0,6,3,3
850688,0,0,3,1,1
565341,0,0,0,0,0
887277,0,7,1,1,4
606293,0,1,0,1,1
703788,0,1,1,3,0
877683,0,4,0,1,4
714428,0,3,2,2,0
726410,0,3,1,3,0
548208,0,0,4,2,2
886510,0,2,0,0,1
